address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
1117 Sunset Ln,Columbia,MO,65203,175000,1315.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1117-Sunset-Ln-Columbia-MO-65203/58707076_zpid/
609 Maplewood Dr,Columbia,MO,65203,177000,2268.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/609-Maplewood-Dr-Columbia-MO-65203/58707196_zpid/
906 West Blvd N,Columbia,MO,65203,146400,1735.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/906-West-Blvd-N-Columbia-MO-65203/58699438_zpid/
5589 Pinehurst Ln,Columbia,MO,65202,87000,1520.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5589-Pinehurst-Ln-Columbia-MO-65202/58715998_zpid/
709 Fairview Ave,Columbia,MO,65201,88000,851.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/709-Fairview-Ave-Columbia-MO-65201/58700201_zpid/
1997 Waterfront Dr N APT G,Columbia,MO,65202,65000,968.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1997-Waterfront-Dr-N-APT-G-Columbia-MO-65202/58714775_zpid/
4804 E Heller Dr APT A,Columbia,MO,65202,89900,2247.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4804-E-Heller-Dr-APT-A-Columbia-MO-65202/2098292994_zpid/
1456 S Sonora Dr,Columbia,MO,65201,135000,2940.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1456-S-Sonora-Dr-Columbia-MO-65201/2107165496_zpid/
1717 Cliff Dr,Columbia,MO,65201,164900,1356.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1717-Cliff-Dr-Columbia-MO-65201/58717715_zpid/
2904 Oak Lawn Dr,Columbia,MO,65203,270000,3020.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2904-Oak-Lawn-Dr-Columbia-MO-65203/58711004_zpid/
3702 Bedford Dr,Columbia,MO,65203,246500,3039.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3702-Bedford-Dr-Columbia-MO-65203/58703682_zpid/
2509 Martinshire Ct,Columbia,MO,65203,215000,2160.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2509-Martinshire-Ct-Columbia-MO-65203/58704166_zpid/
1081 W Azoros Dr,Columbia,MO,65203,175000,1570.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1081-W-Azoros-Dr-Columbia-MO-65203/58723337_zpid/
819 W Worley St,Columbia,MO,65203,84900,918.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/819-W-Worley-St-Columbia-MO-65203/58699594_zpid/
N Hwy Vv,Columbia,MO,65202,29000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/N-Hwy-Vv-Columbia-MO-65202/2099732216_zpid/
4701 Maple Leaf Dr,Columbia,MO,65201,318900,3515.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4701-Maple-Leaf-Dr-Columbia-MO-65201/102959203_zpid/
4409 Melrose Dr,Columbia,MO,65203,269900,3173.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4409-Melrose-Dr-Columbia-MO-65203/58710689_zpid/
4800 Maple Leaf Dr,Columbia,MO,65201,227000,2442.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4800-Maple-Leaf-Dr-Columbia-MO-65201/58714914_zpid/
6600 S Hill Creek Rd,Columbia,MO,65203,315000,4038.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6600-S-Hill-Creek-Rd-Columbia-MO-65203/58720985_zpid/
2704 Iron Gate,Columbia,MO,65202,173000,1521.0,3.0,2.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2704-Iron-Gate-Columbia-MO-65202/103709692_zpid/
7220 E Highway Hh,Columbia,MO,65202,339900,3516.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7220-E-Highway-Hh-Columbia-MO-65202/58722985_zpid/
5404 N Wild Horse Ct,Columbia,MO,65201,1269900,7150.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5404-N-Wild-Horse-Ct-Columbia-MO-65201/2092423960_zpid/
509 Brogan Cellars Ln,Columbia,MO,65203,269900,2342.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/509-Brogan-Cellars-Ln-Columbia-MO-65203/80187063_zpid/
910 Eastland Cir,Columbia,MO,65201,149500,2220.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/910-Eastland-Cir-Columbia-MO-65201/58714199_zpid/
21 N Cedar Lake Dr W APT 205,Columbia,MO,65203,95000,1016.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-N-Cedar-Lake-Dr-W-APT-205-Columbia-MO-65203/58713025_zpid/
511 W Ash St,Columbia,MO,65203,42500,8186.0,NA,NA,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/511-W-Ash-St-Columbia-MO-65203/58700969_zpid/
Zoe Ln LOT 178,Columbia,MO,65201,25000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Zoe-Ln-LOT-178-Columbia-MO-65201/2093601086_zpid/
5317-5319 Rice Rd,COLUMBIA,MO,65202,145000,2256.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5317-5319-Rice-Rd-Columbia-MO-65202/58715465_zpid/
407 Park De Ville Pl,Columbia,MO,65203,86000,1031.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/407-Park-De-Ville-Pl-Columbia-MO-65203/58697881_zpid/
202 Westwood Ave,Columbia,MO,65203,289000,2958.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/202-Westwood-Ave-Columbia-MO-65203/58707592_zpid/
2404 Tahoe Ct,Columbia,MO,65203,275000,2968.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2404-Tahoe-Ct-Columbia-MO-65203/58705542_zpid/
1911 Kenilworth Dr,Columbia,MO,65203,295000,2283.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1911-Kenilworth-Dr-Columbia-MO-65203/2093411885_zpid/
11621 Interstate 70 Dr NE,Columbia,MO,65202,225000,1766.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11621-Interstate-70-Dr-NE-Columbia-MO-65202/2092855173_zpid/
3200 Crawford St,Columbia,MO,65203,184900,1842.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3200-Crawford-St-Columbia-MO-65203/58710920_zpid/
816 N William St,Columbia,MO,65201,89900,590.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/816-N-William-St-Columbia-MO-65201/58713891_zpid/
1803 Limestone Ave,Columbia,MO,65203,189900,1781.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1803-Limestone-Ave-Columbia-MO-65203/70890782_zpid/
10503 E Serenity Cir,Columbia,MO,65202,102500,960.0,3.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/10503-E-Serenity-Cir-Columbia-MO-65202/58719869_zpid/
1405 Shannon Pl,Columbia,MO,65203,149900,1315.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1405-Shannon-Pl-Columbia-MO-65203/58706616_zpid/
5502 Steeplechase Ct,Columbia,MO,65203,399000,2929.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5502-Steeplechase-Ct-Columbia-MO-65203/2093239228_zpid/
905 Park De Ville Pl,Columbia,MO,65203,87000,1032.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/905-Park-De-Ville-Pl-Columbia-MO-65203/58697959_zpid/
3004 Chickasaw Dr,Columbia,MO,65202,98900,917.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3004-Chickasaw-Dr-Columbia-MO-65202/58695153_zpid/
804 S Fairview Rd APT A3,Columbia,MO,65203,84900,888.0,2.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/804-S-Fairview-Rd-APT-A3-Columbia-MO-65203/58705756_zpid/
505 Columbia Dr APT B,Columbia,MO,65201,72900,1092.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/505-Columbia-Dr-APT-B-Columbia-MO-65201/58717434_zpid/
812 Mikel St,Columbia,MO,65203,97000,828.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/812-Mikel-St-Columbia-MO-65203/58699382_zpid/
503 Westwood Ave,Columbia,MO,65203,313800,2487.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/503-Westwood-Ave-Columbia-MO-65203/58707572_zpid/
3204 Skylark Dr,Columbia,MO,65203,199900,2309.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3204-Skylark-Dr-Columbia-MO-65203/58710935_zpid/
506 Crestland Ave,Columbia,MO,65203,245500,2273.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/506-Crestland-Ave-Columbia-MO-65203/58707150_zpid/
1101 Parkridge Dr,Columbia,MO,65203,225000,2942.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1101-Parkridge-Dr-Columbia-MO-65203/58705952_zpid/
4100 N Phoenix Rd,Columbia,MO,65202,153000,1686.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4100-N-Phoenix-Rd-Columbia-MO-65202/58715632_zpid/
6290 N Gregory Dr,Columbia,MO,65202,134900,1322.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6290-N-Gregory-Dr-Columbia-MO-65202/70886359_zpid/
1605 Native Dancer Dr,Columbia,MO,65202,139500,1400.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1605-Native-Dancer-Dr-Columbia-MO-65202/58694482_zpid/
2811 Flora Dr,Columbia,MO,65202,79900,975.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2811-Flora-Dr-Columbia-MO-65202/58695432_zpid/
306 W Worley St,Columbia,MO,65203,79900,928.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/306-W-Worley-St-Columbia-MO-65203/58701410_zpid/
811 Broadhead St,Columbia,MO,65203,110000,908.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/811-Broadhead-St-Columbia-MO-65203/58700791_zpid/
4218 Stevendave Dr,Columbia,MO,65202,109500,1820.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4218-Stevendave-Dr-Columbia-MO-65202/58715060_zpid/
1703 Villa Dr,Columbia,MO,65202,87000,1690.0,3.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1703-Villa-Dr-Columbia-MO-65202/58715981_zpid/
2601 Stratford Chase Pkwy,Columbia,MO,65201,259900,2631.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2601-Stratford-Chase-Pkwy-Columbia-MO-65201/83033617_zpid/
2306 Cherry Ridge Ct,Columbia,MO,65203,274000,3296.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2306-Cherry-Ridge-Ct-Columbia-MO-65203/58704313_zpid/
2408 Hillshire Dr,Columbia,MO,65203,239900,2816.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2408-Hillshire-Dr-Columbia-MO-65203/58704133_zpid/
4501 Fall River Dr,Columbia,MO,65203,264900,3078.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4501-Fall-River-Dr-Columbia-MO-65203/58710520_zpid/
1509 Thoroughbred Cir,Columbia,MO,65202,157000,1479.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1509-Thoroughbred-Cir-Columbia-MO-65202/58694045_zpid/
408 Bourn Ave,Columbia,MO,65203,179900,1857.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/408-Bourn-Ave-Columbia-MO-65203/58705144_zpid/
3412 Winners Cir,Columbia,MO,65202,160000,1934.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3412-Winners-Cir-Columbia-MO-65202/58695194_zpid/
904 Colgate,Columbia,MO,65203,239900,3027.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/904-Colgate-Columbia-MO-65203/58705895_zpid/
2406 Park De Ville Pl,Columbia,MO,65203,105000,1260.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2406-Park-De-Ville-Pl-Columbia-MO-65203/58697984_zpid/
981 E Quince Ct,Columbia,MO,65202,99900,1200.0,3.0,2.0,NA,Home For Sale,http://www.zillow.com/homes/for_sale//homedetails/981-E-Quince-Ct-Columbia-MO-65202/58692313_zpid/
2314 Mace Dr,Columbia,MO,65201,199900,1563.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2314-Mace-Dr-Columbia-MO-65201/2093658577_zpid/
2409-2411 Carnation Dr # 2,Columbia,MO,65202,199000,2584.0,6.0,4.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2409-2411-Carnation-Dr-2-Columbia-MO-65202/2092635233_zpid/
2007 Waterfront Dr N APT G,Columbia,MO,65202,79900,968.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2007-Waterfront-Dr-N-APT-G-Columbia-MO-65202/58714767_zpid/
6000 S Rangeline Rd,Columbia,MO,65201,325000,2400.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6000-S-Rangeline-Rd-Columbia-MO-65201/2094806822_zpid/
3401 Longfords Mill Dr,Columbia,MO,65203,314900,2860.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3401-Longfords-Mill-Dr-Columbia-MO-65203/70891013_zpid/
5455 N Kircher Rd,Columbia,MO,65202,249000,1858.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5455-N-Kircher-Rd-Columbia-MO-65202/2093069177_zpid/
2909 Lake Town Dr,Columbia,MO,65203,264900,2990.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2909-Lake-Town-Dr-Columbia-MO-65203/58709351_zpid/
6501 S Old Village Rd,Columbia,MO,65203,185000,2458.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6501-S-Old-Village-Rd-Columbia-MO-65203/60057375_zpid/
4733 Brandon Woods St,Columbia,MO,65203,113000,1185.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4733-Brandon-Woods-St-Columbia-MO-65203/58712933_zpid/
1515 Thoroughbred Cir,Columbia,MO,65202,144999,1496.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1515-Thoroughbred-Cir-Columbia-MO-65202/58694048_zpid/
6225 S Hummingbird Ln,Columbia,MO,65201,129900,1400.0,3.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/6225-S-Hummingbird-Ln-Columbia-MO-65201/2096060854_zpid/
2912 Lake Town Dr,Columbia,MO,65203,195000,1711.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2912-Lake-Town-Dr-Columbia-MO-65203/58709360_zpid/
3505 Longfords Mill Dr,Columbia,MO,65203,215000,1760.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3505-Longfords-Mill-Dr-Columbia-MO-65203/70891021_zpid/
4523 E Brynleigh Ct,Columbia,MO,65202,134900,1252.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4523-E-Brynleigh-Ct-Columbia-MO-65202/2092808648_zpid/
5502 Prairie Rose Ct,Columbia,MO,65202,124900,1138.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5502-Prairie-Rose-Ct-Columbia-MO-65202/58695677_zpid/
2319 Magnolia Ct,Columbia,MO,65202,159900,2580.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2319-Magnolia-Ct-Columbia-MO-65202/58697405_zpid/
208 W El Cortez Dr,Columbia,MO,65203,119000,1066.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/208-W-El-Cortez-Dr-Columbia-MO-65203/58712303_zpid/
1305 N Golf Blvd,Columbia,MO,65202,180000,2984.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1305-N-Golf-Blvd-Columbia-MO-65202/58716674_zpid/
5504-5506 Volunteer Dr,Columbia,MO,65201,210000,3296.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5504-5506-Volunteer-Dr-Columbia-MO-65201/67323490_zpid/
703 Westmount Ave,Columbia,MO,65203,550000,3506.0,6.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/703-Westmount-Ave-Columbia-MO-65203/58707806_zpid/
3105 Trailside Dr,Columbia,MO,65203,357900,3872.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3105-Trailside-Dr-Columbia-MO-65203/58709190_zpid/
5121 N Route E,Columbia,MO,65202,220000,3205.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5121-N-Route-E-Columbia-MO-65202/58691628_zpid/
10378 E Highway Ww,Columbia,MO,65201,229900,2728.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10378-E-Highway-Ww-Columbia-MO-65201/58719941_zpid/
6171 N Gregory Dr,Columbia,MO,65202,193000,2836.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6171-N-Gregory-Dr-Columbia-MO-65202/58723001_zpid/
4441 Roemer Rd,Columbia,MO,65202,265500,3079.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4441-Roemer-Rd-Columbia-MO-65202/58691693_zpid/
1400 S West Georgetown Loop,Columbia,MO,65203,167900,2011.0,4.0,3.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1400-S-West-Georgetown-Loop-Columbia-MO-65203/58702325_zpid/
2280 S Alamos Pl,Columbia,MO,65201,141700,1732.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2280-S-Alamos-Pl-Columbia-MO-65201/58719007_zpid/
1706 High Quest Dr,Columbia,MO,65202,137900,1334.0,3.0,2.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1706-High-Quest-Dr-Columbia-MO-65202/58694471_zpid/
3900 Cannon Ct,Columbia,MO,65202,149900,2198.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3900-Cannon-Ct-Columbia-MO-65202/58694882_zpid/
2408 Fleetwood Dr,Columbia,MO,65202,145000,1858.0,4.0,2.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/2408-Fleetwood-Dr-Columbia-MO-65202/58713357_zpid/
3607 Woods Edge Rd,Columbia,MO,65203,279900,2776.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3607-Woods-Edge-Rd-Columbia-MO-65203/58709660_zpid/
4211 Spring Cress Dr,Columbia,MO,65202,162900,1620.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4211-Spring-Cress-Dr-Columbia-MO-65202/70890577_zpid/
5300 Silver Mill Dr,Columbia,MO,65202,139000,1447.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5300-Silver-Mill-Dr-Columbia-MO-65202/80185068_zpid/
2006 Park De Ville Pl,Columbia,MO,65203,119600,1031.0,2.0,2.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2006-Park-De-Ville-Pl-Columbia-MO-65203/58698064_zpid/
3209 Elm Grove Dr,Columbia,MO,65202,110000,1128.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3209-Elm-Grove-Dr-Columbia-MO-65202/58694580_zpid/
5319 N Rocky Fork Dr,Columbia,MO,65202,140000,2057.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5319-N-Rocky-Fork-Dr-Columbia-MO-65202/58691479_zpid/
8410 N Hillview Dr,Hallsville,MO,65202,142500,1336.0,3.0,2.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/8410-N-Hillview-Dr-Hallsville-MO-65202/2093005978_zpid/
5603 Saddle Ridge Dr,Columbia,MO,65203,629000,6289.0,6.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5603-Saddle-Ridge-Dr-Columbia-MO-65203/67318612_zpid/
707 N William St,Columbia,MO,65201,149000,1075.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/707-N-William-St-Columbia-MO-65201/58713841_zpid/
904 Thames Ct,Columbia,MO,65202,120000,1200.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/904-Thames-Ct-Columbia-MO-65202/58723058_zpid/
2801 W Broadway APT T2,Columbia,MO,65203,99500,1184.0,2.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2801-W-Broadway-APT-T2-Columbia-MO-65203/58697262_zpid/
501 Huntridge Dr,Columbia,MO,65201,109000,1241.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/501-Huntridge-Dr-Columbia-MO-65201/58711584_zpid/
2007 Waterfront Dr N APT A,Columbia,MO,65202,74900,968.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2007-Waterfront-Dr-N-APT-A-Columbia-MO-65202/58714761_zpid/
5219 N Clearview Ct,Columbia,MO,65202,74000,1120.0,3.0,2.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/5219-N-Clearview-Ct-Columbia-MO-65202/58691411_zpid/
5009-5011 Alpine Ridge Dr,Columbia,MO,65202,205000,3302.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5009-5011-Alpine-Ridge-Dr-Columbia-MO-65202/70890453_zpid/
Old Hawthorne LOT 104,Columbia,MO,65201,58500,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Old-Hawthorne-LOT-104-Columbia-MO-65201/2092573931_zpid/
Engle Dr LOT 34A,Columbia,MO,65203,59900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Engle-Dr-LOT-34A-Columbia-MO-65203/2092415405_zpid/
N Perche Pointe Pl LOT 312,Columbia,MO,65203,59900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/N-Perche-Pointe-Pl-LOT-312-Columbia-MO-65203/2092415406_zpid/
Arbor Pointe LOT 387,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-387-Columbia-MO-65202/2092654338_zpid/
Arbor Pointe LOT 380,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-380-Columbia-MO-65202/2092654337_zpid/
Arbor Pointe LOT 379,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-379-Columbia-MO-65202/2092654336_zpid/
Arbor Pointe LOT 385,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-385-Columbia-MO-65202/2092654341_zpid/
Arbor Pointe LOT 382,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-382-Columbia-MO-65202/2092654335_zpid/
Arbor Pointe LOT 378,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-378-Columbia-MO-65202/2092654334_zpid/
Arbor Pointe LOT 386,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-386-Columbia-MO-65202/2092654340_zpid/
Arbor Pointe LOT 383,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-383-Columbia-MO-65202/2092654339_zpid/
Arbor Pointe LOT 384,Columbia,MO,65202,41900,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Arbor-Pointe-LOT-384-Columbia-MO-65202/2092655986_zpid/
800 Rutland Dr,Columbia,MO,65203,257500,1755.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/800-Rutland-Dr-Columbia-MO-65203/2094212183_zpid/
4508 Fall River Dr,Columbia,MO,65203,312500,2970.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4508-Fall-River-Dr-Columbia-MO-65203/58710503_zpid/
4081 Thompson Rd,Columbia,MO,65202,200000,3578.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4081-Thompson-Rd-Columbia-MO-65202/2092749249_zpid/
3501 N Forestview Rd,Columbia,MO,65202,174900,1867.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3501-N-Forestview-Rd-Columbia-MO-65202/58691656_zpid/
4311 Forum Blvd,Columbia,MO,65203,185000,2142.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4311-Forum-Blvd-Columbia-MO-65203/58710369_zpid/
8 Dundee Dr,Columbia,MO,65203,140000,2111.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Dundee-Dr-Columbia-MO-65203/58704910_zpid/
2904 Clover Way,Columbia,MO,65201,150000,2540.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2904-Clover-Way-Columbia-MO-65201/58711574_zpid/
4 Lexibelle Dr,Columbia,MO,65201,224900,2050.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4-Lexibelle-Dr-Columbia-MO-65201/67323362_zpid/
1809 Brandeis Ct,Columbia,MO,65203,178900,1654.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1809-Brandeis-Ct-Columbia-MO-65203/58704431_zpid/
